Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
60,Travel_Frequently,440,Human Resources,21,1,Technical Degree,1,140,4,Male,91,2,3,Sales Executive,2,Divorced,3886,24760,8,Y,No,18,4,1,80,0,14,0,4,8,1,1,6,No
58,Travel_Frequently,118,Sales,12,5,Other,1,141,1,Female,41,1,1,Healthcare Representative,1,Single,4759,24630,9,Y,Yes,15,3,3,80,1,18,6,2,11,1,0,0,Yes
37,Non-Travel,738,Human Resources,4,2,Human Resources,1,142,1,Female,48,3,4,Manager,4,Single,3658,15395,0,Y,No,11,4,2,80,2,18,6,1,5,1,5,3,No
58,Non-Travel,1241,Research & Development,9,1,Marketing,1,143,3,Male,57,3,4,Healthcare Representative,2,Married,7364,13777,5,Y,Yes,13,3,1,80,0,6,5,4,4,2,0,1,Yes
32,Non-Travel,1250,Sales,25,1,Marketing,1,144,2,Male,57,1,3,Sales Representative,2,Married,5725,24947,2,Y,Yes,23,3,1,80,1,1,1,2,1,1,1,1,Yes
20,Travel_Frequently,659,Sales,26,3,Other,1,145,1,Female,62,4,2,Research Director,4,Divorced,14697,9835,4,Y,No,17,4,1,80,3,16,0,1,6,1,5,1,No
27,Non-Travel,1106,Research & Development,27,3,Medical,1,146,1,Female,67,4,5,Research Scientist,4,Single,2466,2929,3,Y,No,18,4,2,80,0,15,6,4,5,3,0,5,No
47,Non-Travel,462,Sales,27,2,Technical Degree,1,147,3,Female,79,2,3,Research Scientist,1,Divorced,4928,19294,4,Y,No,24,3,1,80,1,24,4,1,14,1,6,1,Yes
40,Travel_Frequently,468,Sales,29,5,Technical Degree,1,148,3,Male,76,2,4,Sales Executive,1,Single,3874,5807,5,Y,Yes,14,4,1,80,0,11,0,1,3,3,1,3,No
40,Travel_Frequently,440,Sales,14,4,Marketing,1,149,1,Female,73,3,4,Sales Representative,3,Divorced,1997,21840,7,Y,Yes,23,3,1,80,2,2,1,3,2,1,0,2,No
52,Travel_Frequently,861,Human Resources,19,5,Human Resources,1,150,3,Female,37,4,5,Research Scientist,1,Married,3746,4660,3,Y,Yes,16,3,3,80,3,17,2,1,9,2,1,1,No
29,Travel_Frequently,982,Sales,19,2,Medical,1,151,4,Female,81,4,2,Research Director,4,Single,3500,9269,0,Y,No,24,3,3,80,3,14,0,3,5,2,1,5,No
31,Travel_Rarely,871,Human Resources,7,5,Technical Degree,1,152,3,Female,77,3,1,Manager,4,Single,5104,18499,0,Y,Yes,11,3,1,80,3,17,2,3,3,2,3,1,No
30,Non-Travel,1005,Research & Development,10,5,Medical,1,153,4,Male,95,1,3,Research Scientist,4,Single,7652,22536,2,Y,No,13,3,4,80,1,13,0,4,11,1,0,0,No
18,Travel_Rarely,240,Sales,8,5,Human Resources,1,154,4,Male,30,4,3,Manufacturing Director,2,Divorced,7292,17038,7,Y,Yes,17,3,2,80,1,16,5,4,2,2,2,0,No
28,Travel_Rarely,144,Sales,29,3,Human Resources,1,155,3,Male,45,2,1,Manager,3,Married,3306,14449,9,Y,Yes,22,4,2,80,1,8,1,1,7,6,2,0,No
51,Travel_Rarely,731,Human Resources,23,3,Life Sciences,1,156,2,Male,82,3,1,Healthcare Representative,1,Single,4213,17592,4,Y,Yes,23,4,3,80,0,15,2,1,2,2,2,0,Yes
40,Travel_Rarely,259,Sales,18,2,Medical,1,157,4,Female,82,4,4,Manager,1,Single,4589,25610,6,Y,Yes,18,3,4,80,2,10,6,2,7,2,4,5,No
28,Non-Travel,1090,Human Resources,17,2,Life Sciences,1,158,1,Female,55,2,1,Research Scientist,3,Married,8475,16087,8,Y,No,16,4,4,80,0,10,4,4,2,2,0,1,No
36,Non-Travel,240,Sales,19,1,Medical,1,159,2,Male,85,4,3,Research Director,1,Divorced,8390,12640,9,Y,No,17,3,1,80,0,6,3,3,4,4,3,3,No
40,Travel_Frequently,1028,Sales,24,4,Technical Degree,1,160,3,Female,46,4,1,Sales Executive,2,Divorced,5403,7832,4,Y,Yes,14,3,3,80,3,6,4,2,2,2,0,2,Yes
56,Travel_Rarely,326,Research & Development,12,1,Marketing,1,161,4,Male,42,2,5,Research Scientist,1,Single,1192,15411,1,Y,Yes,19,3,2,80,2,16,5,4,3,1,2,3,Yes
40,Non-Travel,875,Human Resources,7,4,Marketing,1,162,2,Female,32,4,4,Human Resources,4,Divorced,4956,21604,7,Y,No,16,3,4,80,0,11,3,3,4,1,0,0,No
27,Travel_Rarely,967,Human Resources,14,2,Other,1,163,3,Male,54,3,1,Sales Representative,4,Divorced,3093,5253,3,Y,Yes,18,4,3,80,0,10,3,2,5,1,1,3,Yes
37,Travel_Frequently,203,Sales,28,2,Technical Degree,1,164,4,Female,56,2,5,Sales Representative,2,Married,5170,7818,8,Y,Yes,12,4,2,80,2,3,4,1,3,1,2,2,Yes
29,Travel_Frequently,875,Research & Development,1,1,Medical,1,165,4,Female,74,2,3,Healthcare Representative,4,Single,5336,14903,2,Y,Yes,23,3,1,80,1,18,1,4,8,1,1,0,No
43,Travel_Rarely,707,Sales,20,2,Other,1,166,3,Female,44,4,4,Sales Representative,2,Single,5041,18616,0,Y,Yes,21,3,4,80,2,10,1,1,4,4,1,4,Yes
36,Travel_Frequently,590,Human Resources,1,1,Other,1,167,3,Male,81,2,4,Human Resources,1,Married,5784,20990,8,Y,No,24,3,2,80,0,16,1,1,5,1,1,0,No
50,Travel_Frequently,835,Research & Development,29,2,Human Resources,1,168,1,Female,75,1,2,Sales Executive,2,Married,4085,12541,2,Y,Yes,24,4,4,80,3,27,4,3,13,2,2,0,Yes
28,Non-Travel,1375,Sales,16,3,Technical Degree,1,169,2,Male,91,1,4,Laboratory Technician,3,Single,6148,10548,8,Y,No,12,3,3,80,2,5,5,2,2,2,0,0,No
46,Travel_Frequently,344,Research & Development,16,2,Human Resources,1,170,2,Male,37,1,2,Research Scientist,4,Married,5916,12717,3,Y,Yes,25,3,3,80,2,20,0,3,10,6,6,4,No
46,Travel_Rarely,1378,Human Resources,11,5,Medical,1,171,4,Female,71,4,2,Healthcare Representative,3,Divorced,4202,12695,5,Y,No,15,3,1,80,0,12,2,4,1,1,1,0,No
26,Travel_Rarely,228,Research & Development,25,5,Medical,1,172,3,Female,96,4,4,Sales Executive,1,Single,4913,11821,2,Y,Yes,13,3,3,80,2,2,1,2,1,1,1,1,Yes
46,Non-Travel,253,Sales,13,4,Human Resources,1,173,4,Male,39,3,3,Research Scientist,1,Married,1835,22584,4,Y,No,20,3,1,80,1,14,1,4,5,1,0,5,No
22,Travel_Frequently,198,Sales,12,2,Other,1,174,3,Female,48,1,4,Manager,3,Divorced,7679,25854,6,Y,Yes,17,3,4,80,0,10,4,2,6,2,3,1,No
32,Non-Travel,1023,Sales,14,1,Life Sciences,1,175,3,Male,97,2,3,Laboratory Technician,1,Married,2417,16208,2,Y,No,25,3,4,80,2,8,4,4,2,1,2,2,No
59,Travel_Frequently,570,Research & Development,21,4,Marketing,1,176,3,Male,98,3,5,Research Director,2,Divorced,5468,6776,8,Y,Yes,23,3,4,80,1,7,5,1,7,2,2,0,Yes
56,Non-Travel,943,Sales,6,3,Other,1,177,3,Female,65,3,1,Healthcare Representative,1,Divorced,2853,24412,6,Y,No,20,3,2,80,1,16,4,1,2,1,0,0,Yes
53,Travel_Rarely,409,Research & Development,21,1,Medical,1,178,4,Female,88,3,2,Sales Executive,2,Single,2855,16367,1,Y,Yes,25,3,1,80,2,21,1,2,17,3,0,2,No
42,Travel_Rarely,1204,Research & Development,9,2,Life Sciences,1,179,4,Female,44,4,3,Manager,2,Divorced,5356,21456,6,Y,No,20,4,2,80,0,9,0,2,7,3,3,0,Yes
30,Non-Travel,1460,Research & Development,17,4,Medical,1,180,4,Female,76,1,1,Human Resources,1,Single,2893,9106,9,Y,No,25,4,4,80,3,5,3,2,1,1,0,1,No
52,Travel_Rarely,1001,Sales,25,1,Technical Degree,1,181,1,Male,69,3,5,Sales Representative,1,Married,4768,19860,5,Y,No,18,4,4,80,3,4,5,3,2,2,2,0,No
60,Travel_Frequently,527,Human Resources,23,2,Life Sciences,1,182,4,Female,51,3,1,Sales Representative,1,Single,6169,12758,7,Y,No,17,3,2,80,3,12,6,3,9,1,1,0,Yes
25,Non-Travel,239,Human Resources,17,1,Marketing,1,183,1,Male,86,4,5,Research Director,2,Married,5089,2887,0,Y,Yes,24,3,4,80,0,12,2,2,2,1,0,0,Yes
56,Non-Travel,490,Human Resources,15,3,Life Sciences,1,184,4,Female,83,1,4,Sales Representative,1,Married,3569,24295,1,Y,No,25,3,1,80,0,17,1,2,12,3,1,0,Yes
23,Non-Travel,524,Sales,17,3,Other,1,185,1,Male,32,2,2,Research Scientist,1,Divorced,5967,16114,1,Y,Yes,22,3,2,80,1,7,1,3,4,1,1,0,No
55,Non-Travel,1231,Research & Development,19,4,Other,1,186,3,Male,95,2,5,Manager,2,Single,5010,17253,2,Y,Yes,16,3,2,80,0,4,0,4,1,1,1,1,Yes
53,Non-Travel,990,Sales,24,4,Medical,1,187,2,Male,59,1,5,Laboratory Technician,4,Single,14438,6396,3,Y,No,17,3,1,80,3,5,2,1,1,1,0,1,Yes
59,Non-Travel,756,Human Resources,10,2,Human Resources,1,188,3,Female,83,2,3,Research Director,4,Divorced,3014,9674,4,Y,No,25,3,4,80,2,11,6,4,6,1,1,3,No
43,Travel_Frequently,468,Sales,21,4,Other,1,189,3,Female,92,1,1,Research Director,2,Married,13130,6164,1,Y,Yes,18,3,1,80,1,11,2,2,5,1,1,3,Yes
35,Travel_Frequently,738,Sales,19,4,Technical Degree,1,190,3,Male,92,1,3,Healthcare Representative,2,Single,6437,2869,0,Y,No,17,3,2,80,3,3,2,2,2,1,0,2,No
23,Non-Travel,748,Sales,18,3,Human Resources,1,191,1,Female,31,1,2,Research Scientist,3,Married,3647,7307,5,Y,Yes,20,4,2,80,3,13,2,1,9,5,3,1,Yes
39,Travel_Frequently,871,Human Resources,22,5,Human Resources,1,192,3,Female,83,4,4,Manufacturing Director,4,Divorced,8409,5278,0,Y,Yes,17,3,2,80,1,19,1,1,7,2,0,0,No
46,Travel_Frequently,1063,Research & Development,5,1,Other,1,193,4,Male,41,4,3,Research Scientist,4,Divorced,7296,23225,6,Y,Yes,19,4,1,80,2,9,1,4,7,3,4,5,Yes
49,Travel_Frequently,1300,Human Resources,10,2,Human Resources,1,194,3,Male,90,1,3,Research Director,1,Married,5825,20978,6,Y,No,16,3,2,80,0,20,1,3,7,4,3,5,No
20,Travel_Frequently,752,Research & Development,14,4,Other,1,195,3,Male,52,1,1,Sales Representative,3,Divorced,4418,5687,4,Y,No,12,4,2,80,3,8,1,2,2,2,0,0,Yes
34,Non-Travel,1073,Sales,26,2,Technical Degree,1,196,3,Female,65,2,1,Human Resources,2,Married,4823,13803,6,Y,Yes,17,3,2,80,2,5,5,4,3,3,1,3,Yes
26,Travel_Frequently,1101,Human Resources,1,5,Marketing,1,197,2,Female,42,2,1,Laboratory Technician,2,Single,2223,6188,0,Y,Yes,15,4,1,80,2,18,1,1,4,3,0,1,Yes
20,Travel_Rarely,292,Research & Development,17,1,Other,1,198,3,Male,54,3,5,Manager,3,Divorced,1919,9374,4,Y,No,21,3,4,80,3,5,0,2,1,1,1,1,Yes
18,Travel_Frequently,1322,Sales,14,5,Medical,1,199,3,Male,48,2,1,Manager,1,Married,8367,6994,4,Y,No,24,3,4,80,1,6,2,4,1,1,0,0,Yes
39,Travel_Rarely,391,Sales,15,4,Marketing,1,200,4,Male,86,1,5,Laboratory Technician,2,Divorced,4676,17169,5,Y,Yes,25,4,4,80,0,10,2,2,3,1,0,0,No
31,Non-Travel,942,Human Resources,26,3,Technical Degree,1,201,4,Male,59,3,2,Laboratory Technician,2,Single,3596,11471,0,Y,Yes,19,4,3,80,3,5,1,1,2,2,0,0,No
53,Non-Travel,1491,Human Resources,13,2,Technical Degree,1,202,4,Male,93,4,5,Laboratory Technician,3,Married,4481,23062,8,Y,No,25,4,2,80,0,10,1,1,6,2,0,2,No
38,Non-Travel,943,Sales,10,5,Marketing,1,203,1,Female,40,2,3,Research Director,1,Single,7274,9404,1,Y,Yes,24,4,2,80,3,13,2,3,4,3,1,2,Yes
29,Travel_Frequently,835,Research & Development,17,1,Other,1,204,3,Female,96,2,3,Manufacturing Director,2,Married,5740,24588,0,Y,No,24,4,4,80,3,16,4,2,3,2,0,3,No
24,Travel_Frequently,986,Human Resources,6,4,Medical,1,205,2,Male,62,4,1,Human Resources,1,Divorced,7510,8718,5,Y,Yes,16,4,1,80,3,13,2,3,7,4,1,0,No
23,Travel_Frequently,554,Sales,8,5,Human Resources,1,206,2,Male,47,2,3,Research Director,1,Divorced,2653,19589,5,Y,Yes,21,4,4,80,2,10,4,3,3,1,3,3,Yes
20,Travel_Frequently,1016,Sales,19,3,Human Resources,1,207,2,Male,77,1,3,Healthcare Representative,2,Married,4681,2165,7,Y,Yes,12,3,4,80,3,11,6,3,1,1,1,0,No
20,Travel_Frequently,438,Sales,25,4,Life Sciences,1,208,1,Female,58,3,3,Research Director,3,Single,3820,5521,9,Y,No,23,3,1,80,3,13,2,3,4,4,4,4,No
45,Travel_Rarely,1236,Sales,10,4,Marketing,1,209,2,Male,54,2,3,Sales Representative,4,Single,2355,21345,6,Y,No,16,3,4,80,2,25,2,1,22,8,1,0,No
42,Travel_Rarely,932,Human Resources,7,4,Medical,1,210,1,Male,44,4,4,Manager,2,Married,5274,11941,1,Y,No,25,3,1,80,1,7,5,2,5,1,0,4,No
60,Travel_Frequently,1307,Sales,26,5,Human Resources,1,211,1,Male,95,1,1,Research Director,2,Single,1814,22259,5,Y,Yes,20,3,4,80,3,16,2,2,5,5,2,0,Yes
43,Non-Travel,538,Sales,16,3,Human Resources,1,212,3,Female,74,3,3,Human Resources,1,Single,1763,9382,7,Y,No,25,3,3,80,2,4,3,1,1,1,1,1,Yes
25,Travel_Rarely,1187,Sales,10,5,Technical Degree,1,213,3,Female,40,2,2,Sales Executive,3,Single,4117,4411,9,Y,Yes,12,3,4,80,1,3,5,4,3,2,0,0,No
54,Travel_Rarely,683,Research & Development,8,4,Other,1,214,4,Male,52,4,3,Human Resources,2,Divorced,3190,18575,7,Y,Yes,23,4,2,80,2,12,3,1,4,4,0,1,Yes
53,Travel_Rarely,1499,Sales,23,2,Human Resources,1,215,3,Female,40,4,5,Manager,4,Single,6617,14773,9,Y,Yes,18,3,4,80,3,15,3,2,1,1,1,1,Yes
48,Non-Travel,280,Research & Development,24,2,Human Resources,1,216,1,Male,51,1,1,Research Scientist,4,Married,3719,18913,2,Y,No,22,3,3,80,1,11,6,3,2,2,1,2,Yes
34,Travel_Frequently,1161,Research & Development,19,4,Other,1,217,3,Male,77,2,4,Manager,3,Married,4955,16680,7,Y,Yes,23,4,1,80,0,14,4,2,3,3,1,2,Yes
43,Non-Travel,1195,Human Resources,25,5,Other,1,218,4,Female,88,2,4,Research Scientist,1,Single,4121,11949,2,Y,Yes,22,3,1,80,1,20,1,4,9,2,0,7,Yes
25,Non-Travel,486,Research & Development,27,4,Technical Degree,1,219,1,Female,88,3,5,Laboratory Technician,3,Divorced,1768,14100,3,Y,Yes,19,3,3,80,1,16,4,2,7,1,1,2,No
21,Travel_Rarely,375,Sales,20,5,Marketing,1,220,1,Male,83,4,1,Research Director,1,Single,7833,2910,0,Y,Yes,18,3,4,80,1,2,2,1,1,1,1,1,No
43,Non-Travel,1395,Research & Development,23,2,Technical Degree,1,221,2,Female,46,2,5,Healthcare Representative,4,Married,6092,18881,1,Y,Yes,23,3,1,80,1,13,4,4,1,1,0,1,No
32,Travel_Frequently,664,Sales,23,4,Life Sciences,1,222,2,Female,62,1,4,Healthcare Representative,1,Married,9726,3717,0,Y,Yes,22,3,3,80,1,24,0,4,10,2,0,3,No
31,Non-Travel,238,Research & Development,7,3,Technical Degree,1,223,3,Female,46,1,2,Sales Representative,1,Married,5499,11940,4,Y,Yes,18,3,2,80,0,6,4,4,4,1,1,0,No
52,Non-Travel,1238,Research & Development,2,3,Marketing,1,224,3,Male,57,3,1,Manager,2,Divorced,6264,13410,7,Y,No,16,4,2,80,1,7,6,1,3,1,3,3,Yes
43,Non-Travel,1228,Human Resources,4,4,Marketing,1,225,2,Female,87,4,3,Laboratory Technician,2,Single,4333,26423,7,Y,Yes,21,4,1,80,1,3,1,4,3,3,3,3,Yes
25,Travel_Frequently,1022,Research & Development,9,4,Human Resources,1,226,3,Female,43,1,1,Healthcare Representative,3,Single,6799,7698,9,Y,No,18,3,1,80,1,17,3,4,12,2,0,0,No
41,Non-Travel,204,Sales,21,4,Technical Degree,1,227,2,Female,76,2,2,Manager,4,Divorced,6522,14427,6,Y,Yes,14,3,2,80,0,12,1,2,1,1,1,1,Yes
37,Travel_Frequently,983,Human Resources,6,5,Human Resources,1,228,3,Male,81,3,1,Sales Representative,1,Single,6970,11175,8,Y,Yes,20,4,2,80,0,21,2,4,8,1,0,0,No
44,Travel_Rarely,1303,Human Resources,17,3,Medical,1,229,1,Male,93,1,2,Research Director,1,Single,12768,3716,6,Y,No,15,3,1,80,1,18,4,1,10,2,0,2,Yes
18,Non-Travel,207,Human Resources,12,2,Medical,1,230,1,Female,92,4,5,Sales Executive,1,Married,7368,10923,9,Y,No,24,3,3,80,2,15,1,1,5,2,0,0,Yes
48,Non-Travel,484,Sales,1,1,Marketing,1,231,3,Female,83,2,5,Laboratory Technician,3,Married,5243,11424,5,Y,No,16,3,1,80,3,17,5,3,3,1,0,2,No
30,Non-Travel,528,Sales,6,3,Medical,1,232,2,Female,43,3,5,Sales Executive,3,Divorced,4226,21964,0,Y,No,25,4,4,80,2,14,3,2,1,1,1,0,No
40,Travel_Frequently,670,Sales,18,2,Other,1,233,4,Female,46,1,5,Healthcare Representative,3,Single,3808,16719,6,Y,No,25,3,3,80,2,8,6,4,3,2,2,3,No
37,Travel_Rarely,1440,Research & Development,29,1,Medical,1,234,3,Male,79,1,3,Manufacturing Director,4,Married,5000,25715,5,Y,Yes,20,4,4,80,2,15,6,2,4,2,0,0,No
45,Non-Travel,891,Research & Development,15,3,Marketing,1,235,3,Female,74,2,4,Research Scientist,3,Divorced,5164,6198,9,Y,Yes,23,3,4,80,2,12,5,2,5,1,0,0,No
46,Travel_Rarely,272,Research & Development,23,5,Other,1,236,2,Male,35,4,2,Healthcare Representative,1,Married,2301,20925,3,Y,Yes,23,3,2,80,2,16,1,4,3,2,0,3,Yes
23,Travel_Rarely,1219,Sales,4,4,Technical Degree,1,237,1,Male,70,3,5,Laboratory Technician,4,Married,4390,19109,7,Y,No,16,3,2,80,0,2,3,2,2,1,2,0,No
59,Non-Travel,1393,Human Resources,1,2,Life Sciences,1,238,1,Male,52,2,3,Laboratory Technician,1,Married,4708,21630,4,Y,No,25,4,4,80,2,7,5,1,1,1,0,0,No
42,Non-Travel,1148,Human Resources,14,3,Technical Degree,1,239,4,Female,77,2,2,Research Director,3,Divorced,6816,7578,4,Y,Yes,15,4,3,80,2,19,0,4,5,1,0,0,Yes
59,Travel_Frequently,582,Research & Development,21,3,Technical Degree,1,240,2,Female,45,2,1,Research Scientist,4,Single,7581,6586,9,Y,Yes,22,4,1,80,3,11,6,2,11,1,1,0,No
44,Non-Travel,1099,Sales,28,4,Life Sciences,1,241,1,Male,72,1,5,Sales Representative,1,Divorced,10744,22855,3,Y,Yes,15,4,2,80,3,15,3,4,1,1,0,1,Yes
54,Non-Travel,1194,Sales,13,4,Medical,1,242,4,Female,66,1,3,Manager,3,Divorced,6036,14515,3,Y,No,13,4,2,80,0,10,4,3,1,1,1,1,No
42,Non-Travel,1049,Research & Development,4,5,Human Resources,1,243,3,Female,63,1,3,Manufacturing Director,2,Single,3284,20293,3,Y,No,16,4,4,80,2,7,3,1,3,3,0,1,No
23,Non-Travel,1132,Sales,4,2,Medical,1,244,2,Male,34,4,3,Human Resources,1,Single,2507,2277,9,Y,No,14,4,4,80,1,12,4,2,9,4,1,2,No
21,Travel_Rarely,387,Human Resources,2,3,Life Sciences,1,245,4,Male,39,2,2,Sales Executive,4,Divorced,7680,26535,0,Y,No,24,4,3,80,2,13,0,3,9,1,1,4,No
43,Non-Travel,1348,Human Resources,11,4,Other,1,246,4,Male,94,3,4,Sales Representative,1,Married,12268,25145,6,Y,No,12,3,4,80,3,3,3,3,3,1,0,3,No
60,Travel_Rarely,907,Research & Development,1,5,Other,1,247,4,Female,71,3,5,Research Director,2,Married,2971,3260,5,Y,No,19,4,2,80,2,10,2,1,1,1,1,0,Yes
42,Travel_Frequently,300,Sales,10,1,Technical Degree,1,248,2,Female,77,4,4,Laboratory Technician,2,Married,4138,15746,3,Y,Yes,18,3,2,80,2,22,0,2,11,1,1,4,Yes
54,Non-Travel,773,Sales,26,4,Marketing,1,249,2,Female,99,4,5,Manager,4,Married,11060,9189,3,Y,Yes,18,3,4,80,0,16,4,4,3,1,1,2,No
40,Travel_Rarely,1064,Human Resources,4,5,Marketing,1,250,4,Male,99,4,1,Human Resources,1,Married,13037,26150,6,Y,Yes,24,4,1,80,0,11,5,3,1,1,1,1,Yes
44,Travel_Rarely,1368,Sales,3,1,Life Sciences,1,251,4,Female,83,2,5,Laboratory Technician,3,Married,10589,26275,2,Y,No,15,3,1,80,1,7,6,1,7,1,0,3,No
22,Non-Travel,740,Sales,20,4,Other,1,252,3,Female,68,3,3,Manager,1,Single,3538,16389,9,Y,Yes,13,4,2,80,2,8,0,3,2,1,0,1,Yes
34,Travel_Frequently,230,Human Resources,28,3,Marketing,1,253,1,Female,49,1,4,Research Director,3,Single,8721,22469,2,Y,Yes,16,3,1,80,2,4,4,1,4,3,0,1,No
39,Travel_Rarely,957,Human Resources,16,3,Medical,1,254,2,Female,52,3,5,Research Director,4,Single,4829,22616,3,Y,Yes,18,3,4,80,2,9,2,4,2,1,1,0,Yes
28,Travel_Frequently,1041,Human Resources,20,1,Human Resources,1,255,2,Male,94,3,3,Research Director,4,Single,8535,22341,7,Y,No,17,3,3,80,0,6,3,1,1,1,1,1,Yes
29,Travel_Frequently,699,Research & Development,16,1,Marketing,1,256,1,Male,83,1,4,Manager,2,Married,6232,11290,0,Y,Yes,17,3,3,80,3,15,5,1,2,2,0,0,Yes
45,Non-Travel,1287,Sales,14,3,Marketing,1,257,2,Male,46,3,4,Manager,1,Married,1971,23164,7,Y,No,19,3,2,80,1,7,2,3,7,2,1,1,No
55,Travel_Rarely,1401,Research & Development,17,2,Life Sciences,1,258,1,Female,70,2,2,Research Scientist,1,Married,7877,2390,1,Y,No,16,3,4,80,0,9,0,4,3,2,0,0,No
34,Travel_Rarely,556,Research & Development,29,3,Human Resources,1,259,4,Female,53,3,4,Laboratory Technician,2,Divorced,10407,10947,8,Y,Yes,12,4,4,80,0,2,2,3,1,1,1,1,Yes
54,Travel_Frequently,1162,Sales,9,4,Human Resources,1,260,2,Female,59,2,3,Manager,2,Single,7740,20539,3,Y,Yes,12,3,1,80,2,10,6,1,1,1,0,1,Yes
40,Travel_Rarely,1224,Human Resources,18,5,Technical Degree,1,261,2,Female,71,1,2,Manager,1,Divorced,3006,9797,6,Y,No,19,4,4,80,2,6,4,1,4,4,1,1,Yes
19,Travel_Frequently,373,Human Resources,3,3,Other,1,262,2,Female,67,1,2,Human Resources,1,Married,2187,17966,9,Y,Yes,21,4,3,80,1,10,3,1,5,1,1,0,Yes
19,Travel_Frequently,243,Human Resources,14,4,Human Resources,1,263,4,Female,80,3,1,Research Scientist,1,Divorced,6137,11145,5,Y,Yes,15,4,2,80,0,13,2,2,7,2,1,1,Yes
24,Non-Travel,877,Research & Development,28,5,Life Sciences,1,264,3,Female,64,2,4,Manufacturing Director,3,Single,8524,5365,2,Y,No,13,3,4,80,2,5,3,3,3,1,0,0,Yes
40,Travel_Rarely,1116,Human Resources,7,2,Human Resources,1,265,1,Male,51,4,1,Manufacturing Director,1,Single,5432,4313,7,Y,Yes,18,3,1,80,1,5,3,1,1,1,0,0,Yes
31,Travel_Frequently,233,Research & Development,15,5,Other,1,266,3,Male,54,2,5,Laboratory Technician,3,Married,4935,20203,1,Y,No,21,4,3,80,0,12,3,3,2,1,0,2,No
26,Non-Travel,422,Human Resources,26,5,Medical,1,267,1,Male,98,1,4,Sales Executive,2,Divorced,4102,26942,1,Y,No,12,3,3,80,0,3,1,3,2,1,2,0,No
28,Travel_Frequently,849,Research & Development,14,5,Marketing,1,268,4,Male,94,3,3,Human Resources,3,Married,4759,8869,6,Y,No,18,3,2,80,3,17,6,4,8,1,1,2,No
36,Non-Travel,226,Human Resources,3,5,Technical Degree,1,269,2,Male,83,2,4,Healthcare Representative,4,Single,3360,22923,7,Y,No,22,4,2,80,3,3,4,1,1,1,1,1,No
40,Travel_Frequently,590,Sales,18,1,Other,1,270,1,Male,86,3,3,Healthcare Representative,1,Divorced,5010,4987,1,Y,No,18,3,3,80,3,16,2,2,3,2,1,0,Yes
44,Non-Travel,395,Research & Development,16,5,Marketing,1,271,1,Female,78,3,4,Human Resources,1,Single,7628,14021,4,Y,No,22,3,4,80,0,13,1,1,4,4,0,1,No
28,Travel_Rarely,1198,Research & Development,14,2,Marketing,1,272,4,Male,32,3,5,Manager,3,Married,2867,19632,7,Y,Yes,13,3,4,80,0,14,3,1,2,2,0,0,Yes
18,Non-Travel,822,Research & Development,25,3,Technical Degree,1,273,1,Male,30,2,3,Healthcare Representative,1,Single,5511,20255,7,Y,No,17,3,2,80,0,11,4,1,9,2,1,1,No
49,Travel_Rarely,1101,Human Resources,10,1,Life Sciences,1,274,4,Male,47,4,4,Healthcare Representative,1,Single,8409,18862,3,Y,Yes,25,3,1,80,0,22,1,4,8,1,0,1,No
22,Non-Travel,871,Human Resources,10,5,Medical,1,275,2,Male,90,3,1,Manufacturing Director,4,Single,15550,2066,8,Y,No,24,4,3,80,2,17,4,1,5,3,0,0,Yes
30,Non-Travel,172,Research & Development,20,2,Medical,1,276,2,Male,85,4,5,Research Scientist,3,Divorced,2345,13469,9,Y,Yes,13,4,3,80,2,12,0,3,5,1,5,1,Yes
34,Non-Travel,693,Research & Development,11,4,Medical,1,277,4,Female,98,3,3,Research Director,4,Married,12875,19874,7,Y,No,19,4,3,80,0,8,3,3,6,1,2,0,No
36,Non-Travel,404,Sales,25,3,Other,1,278,4,Male,71,1,5,Manufacturing Director,1,Single,2910,3030,9,Y,No,12,4,1,80,1,15,1,3,13,1,3,1,No
34,Travel_Frequently,998,Sales,11,5,Technical Degree,1,279,2,Male,80,2,5,Sales Executive,2,Divorced,2779,20278,7,Y,No,13,4,4,80,3,13,5,3,2,1,2,2,No
46,Non-Travel,1158,Sales,27,3,Human Resources,1,280,2,Male,36,3,1,Healthcare Representative,3,Married,7038,2463,5,Y,No,17,4,3,80,0,9,2,3,6,3,2,3,No
53,Non-Travel,471,Human Resources,15,3,Technical Degree,1,281,4,Male,43,3,5,Human Resources,1,Divorced,2059,17454,0,Y,No,22,4,3,80,1,5,1,2,3,3,3,0,Yes
23,Travel_Rarely,486,Sales,15,5,Other,1,282,1,Female,90,4,4,Manager,1,Divorced,6990,25308,0,Y,No,12,4,2,80,0,8,4,2,2,2,0,1,No
48,Travel_Frequently,1332,Sales,5,1,Human Resources,1,283,4,Male,90,1,3,Manager,1,Single,4403,9951,1,Y,No,20,3,3,80,0,2,1,3,1,1,1,1,No
